,bandwidth_mbit,bandwidth_mbit_-1,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level,bitrate_level_encoded
0,49.95428571428571,,349680.0,174840,0.0,0,0,0,0.0,0.0,0.0,0,,0.0,349680.0,349680.0,349680.0,620400.0,722659.0,174840.0,174840.0,174840.0,310200.0,367352.0,15.517789344262304,15.517789344262304,15.517789344262304,29.372622459016398,69.95855533333336,0.0,4.0,0.028,,4.0,0.0,1572035083.726,1572035083.696,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813210.mp4-1.ts,15.517789344262304,316076.64705882355
1,48.34106666666667,,2852915.0,1450232,,0,0,0,,,,4,,,,,,,,,,,,,,,,,,,4.0,0.24,,4.0,0.0,1572035083.982,1572035083.74,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-1.ts,100.0,3501388.8571428573
2,45.944527918781716,48.34106666666667,2222297.0,1131384,3.6560001373291016,0,0,1,349680.0,0.0,15.517789344262304,4,4.0,-4.0,295080.0,295080.0,295080.0,421221.0,520677.0,147768.0,147768.0,147768.0,210936.0,265080.0,18.81469942622952,18.81469942622952,18.81469942622952,42.645488688524594,71.76887783333333,0.0,4.006178,0.197,0.24,8.01,4.0,1572035084.27,1572035084.07,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-2.ts,100.0,3501388.8571428573
3,43.42993814432989,,2065551.0,1053176,,0,0,2,,,,4,,,,,,,,,,,,,,,,,,,4.0123440000000015,0.194,,12.02,8.01,1572035084.528,1572035084.331,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-3.ts,100.0,3501388.8571428573
4,42.52653003533568,,2946018.0,1504376,,0,0,3,,,,4,,,,,,,,,,,,,,,,,,,4.018511,0.28300000000000003,,16.04,12.02,1572035084.949,1572035084.576,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-4.ts,100.0,3501388.8571428573
5,42.05882828282828,,4094098.0,2081912,,0,0,4,,,,4,,,,,,,,,,,,,,,,,,,4.001456,0.396,,20.04,16.04,1572035085.399,1572035085.0,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-5.ts,100.0,3501388.8571428573
6,39.594513189448435,,4052464.0,2063864,,0,0,5,,,,4,,,,,,,,,,,,,,,,,,,4.0076220000000005,0.417,,24.05,20.04,1572035085.951,1572035085.4429998,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-6.ts,100.0,3501388.8571428573
7,36.80419417475728,,3716086.0,1895416,,0,0,6,,,,4,,,,,,,,,,,,,,,,,,,4.013789,0.41200000000000003,,28.06,24.05,1572035086.419,1572035086.005,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-7.ts,100.0,3501388.8571428573
8,32.398036217303826,,3940129.0,2012728,,0,0,7,,,,4,,,,,,,,,,,,,,,,,,,4.019956,0.4970000000000001,,32.08,28.06,1572035087.688,1572035087.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-8.ts,100.0,3501388.8571428573
9,24.648027491408936,,3524972.0,1793144,,0,0,8,,,,4,,,,,,,,,,,,,,,,,,,4.002911,0.5820000000000001,,36.08,32.08,1572035091.8969998,1572035091.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-9.ts,100.0,3501388.8571428573
10,12.489088254810884,,4617819.0,2352632,,0,0,9,,,,4,,,,,,,,,,,,,,,,,,,4.009078,1.507,,40.09,36.08,1572035096.697,1572035095.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-10.ts,100.0,3501388.8571428573
11,31.20404210526315,,4357347.0,2223288,,0,0,10,,,,4,,,,,,,,,,,,,,,,,,,4.015244,0.5700000000000001,,44.11,40.09,1572035099.7589998,1572035099.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-11.ts,100.0,3501388.8571428573
12,27.87154022988505,,4745161.0,2424824,,0,0,11,,,,4,,,,,,,,,,,,,,,,,,,4.021411,0.6960000000000001,,48.13,44.11,1572035103.8909998,1572035103.1920002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-12.ts,100.0,3501388.8571428573
13,12.43483888511217,,4493133.0,2286456,,0,0,12,,,,4,,,,,,,,,,,,,,,,,,,4.004356,1.471,,52.13,48.13,1572035108.7610002,1572035107.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-13.ts,100.0,3501388.8571428573
14,15.479677419354838,,3766281.0,1919480,,0,0,13,,,,4,,,,,,,,,,,,,,,,,,,4.010522,0.992,,56.14,52.13,1572035112.2710001,1572035111.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-14.ts,100.0,3501388.8571428573
15,5.373251325556733,,2481763.0,1266744,,0,0,14,,,,4,,,,,,,,,,,,,,,,,,,4.0167,1.886,,60.16,56.14,1572035117.075,1572035115.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-15.ts,100.0,3501388.8571428573
16,9.016707878787876,,1818980.0,929848,,0,0,15,,,,4,,,,,,,,,,,,,,,,,,,4.022867,0.8250000000000001,,64.18,60.16,1572035120.015,1572035119.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-16.ts,100.0,3501388.8571428573
17,4.969021935483871,,3782455.0,1925496,,0,0,16,,,,4,,,,,,,,,,,,,,,,,,,4.0058110000000005,3.1,,68.19,64.18,1572035126.4099998,1572035123.29,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-17.ts,100.0,3501388.8571428573
18,32.36134831460675,,4236936.0,2160120,,0,0,17,,,,4,,,,,,,,,,,,,,,,,,,4.011978,0.534,,72.2,68.19,1572035127.724,1572035127.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-18.ts,100.0,3501388.8571428573
19,33.748540540540546,,2445539.0,1248696,,0,0,18,,,,4,,,,,,,,,,,,,,,,,,,4.018144,0.29600000000000004,,76.22,72.2,1572035131.485,1572035131.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-19.ts,100.0,3501388.8571428573
20,16.925295774647886,,4135878.0,2102968,,0,0,19,,,,4,,,,,,,,,,,,,,,,,,,4.001089,0.994,,80.22,76.22,1572035136.282,1572035135.286,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-20.ts,100.0,3501388.8571428573
21,14.176099895941727,,3343999.0,1702904,,0,0,20,,,,4,,,,,,,,,,,,,,,,,,,4.007267,0.961,,84.23,80.22,1572035140.151,1572035139.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-21.ts,100.0,3501388.8571428573
22,18.68867673716012,,3032255.0,1546488,,0,0,21,,,,4,,,,,,,,,,,,,,,,,,,4.013433,0.662,,88.24,84.23,1572035143.851,1572035143.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-22.ts,100.0,3501388.8571428573
23,13.640727272727272,,3451686.0,1763064,,0,0,22,,,,4,,,,,,,,,,,,,,,,,,,4.0196,1.034,,92.26,88.24,1572035148.224,1572035147.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-23.ts,100.0,3501388.8571428573
24,13.437943067033975,,3596254.0,1829240,,0,0,23,,,,4,,,,,,,,,,,,,,,,,,,4.002544,1.089,,96.26,92.26,1572035152.379,1572035151.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-24.ts,100.0,3501388.8571428573
25,18.360567237163814,,3685288.0,1877368,,0,0,24,,,,4,,,,,,,,,,,,,,,,,,,4.008711,0.8180000000000001,,100.27,96.26,1572035156.008,1572035155.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-25.ts,100.0,3501388.8571428573
26,19.18664150943396,,3986302.0,2033784,,0,0,25,,,,4,,,,,,,,,,,,,,,,,,,4.0148779999999995,0.848,,104.28,100.27,1572035160.038,1572035159.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-26.ts,100.0,3501388.8571428573
27,21.766751054852318,,3786021.0,1934520,,0,0,26,,,,4,,,,,,,,,,,,,,,,,,,4.021044,0.711,,108.31,104.29,1572035163.9889998,1572035163.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-27.ts,100.0,3501388.8571428573
28,27.501190243902435,,5539872.0,2818872,,0,0,27,,,,4,,,,,,,,,,,,,,,,,,,4.004,0.8200000000000001,,112.31,108.31,1572035168.11,1572035167.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-28.ts,100.0,3501388.8571428573
29,31.284341555977225,,4044032.0,2060856,,0,0,28,,,,4,,,,,,,,,,,,,,,,,,,4.010167,0.527,,116.32,112.31,1572035171.7189999,1572035171.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-29.ts,100.0,3501388.8571428573
30,53.712705882352935,,3578216.0,1826232,,0,0,29,,,,4,,,,,,,,,,,,,,,,,,,4.016333,0.272,,120.34,116.32,1572035175.552,1572035175.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-30.ts,100.0,3501388.8571428573
31,47.7543949044586,,3666976.0,1874360,,0,0,30,,,,4,,,,,,,,,,,,,,,,,,,4.0225,0.314,,124.36,120.34,1572035179.5900002,1572035179.186,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-31.ts,100.0,3501388.8571428573
32,47.72761774744029,,3434138.0,1748024,,0,0,31,,,,4,,,,,,,,,,,,,,,,,,,4.005444000000002,0.293,,128.37,124.36,1572035183.582,1572035183.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-32.ts,100.0,3501388.8571428573
33,15.713766454352438,,3629563.0,1850296,,0,0,32,,,,4,,,,,,,,,,,,,,,,,,,4.011611,0.9420000000000001,,132.38,128.37,1572035188.1320002,1572035187.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-33.ts,100.0,3501388.8571428573
34,13.006814814814815,,3783156.0,1931512,,0,0,33,,,,4,,,,,,,,,,,,,,,,,,,4.017778,1.188,,136.4,132.38,1572035192.3779998,1572035191.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-34.ts,100.0,3501388.8571428573
35,5.350287021902582,,4023830.0,2045816,,0,0,34,,,,4,,,,,,,,,,,,,,,,,,,4.000733,3.059,,140.4,136.4,1572035198.349,1572035195.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-35.ts,100.0,3501388.8571428573
36,6.7994852357866895,,3787351.0,1928504,,0,0,35,,,,4,,,,,,,,,,,,,,,,,,,4.0069,2.269,,144.41,140.4,1572035201.459,1572035199.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-36.ts,100.0,3501388.8571428573
37,10.530088888888887,,3716744.0,1895416,,0,0,36,,,,4,,,,,,,,,,,,,,,,,,,4.0130669999999995,1.44,,148.41,144.4,1572035204.629,1572035203.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-37.ts,100.0,3501388.8571428573
38,6.4056243231986665,,3764141.0,1922488,,0,0,37,,,,4,,,,,,,,,,,,,,,,,,,4.019233,2.401,,152.44,148.42,1572035209.5900002,1572035207.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-38.ts,100.0,3501388.8571428573
39,6.7936057347670245,,3726690.0,1895416,,0,0,38,,,,4,,,,,,,,,,,,,,,,,,,4.002178,2.232,,156.44,152.44,1572035213.5219998,1572035211.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-39.ts,100.0,3501388.8571428573
40,7.470892468437092,,4211176.0,2145080,,0,0,39,,,,4,,,,,,,,,,,,,,,,,,,4.008356,2.297,,160.45,156.44,1572035217.4870002,1572035215.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-40.ts,100.0,3501388.8571428573
41,13.455985572587915,,3656455.0,1865336,,0,0,40,,,,4,,,,,,,,,,,,,,,,,,,4.014522,1.109,,164.46,160.45,1572035220.306,1572035219.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-41.ts,100.0,3501388.8571428573
42,14.119472693032018,,3668601.0,1874360,,0,0,41,,,,4,,,,,,,,,,,,,,,,,,,4.020689,1.062,,168.48,164.46,1572035224.2529998,1572035223.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-42.ts,100.0,3501388.8571428573
43,10.483429359062717,,3737183.0,1901432,,0,0,42,,,,4,,,,,,,,,,,,,,,,,,,4.003633,1.4509999999999998,,172.48,168.48,1572035228.7410002,1572035227.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-43.ts,100.0,3501388.8571428573
44,10.804284605433375,,4097524.0,2087928,,0,0,43,,,,4,,,,,,,,,,,,,,,,,,,4.0098,1.546,,176.49,172.48,1572035232.7370002,1572035231.189,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-44.ts,100.0,3501388.8571428573
45,9.104807017543859,,4067758.0,2075896,,0,0,44,,,,4,,,,,,,,,,,,,,,,,,,4.015967,1.824,,180.51,176.49,1572035237.014,1572035235.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-45.ts,100.0,3501388.8571428573
46,13.31855421686747,,3785012.0,1934520,,0,0,45,,,,4,,,,,,,,,,,,,,,,,,,4.022133,1.162,,184.53,180.51,1572035240.351,1572035239.186,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-46.ts,100.0,3501388.8571428573
47,8.378550408719343,,3020738.0,1537464,,0,0,46,,,,4,,,,,,,,,,,,,,,,,,,4.005089,1.4680000000000002,,188.54,184.53,1572035244.758,1572035243.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-47.ts,100.0,3501388.8571428573
48,1.7895903221421774,,3228608.0,1645752,,0,0,47,,,,4,,,,,,,,,,,,,,,,,,,4.0112559999999995,7.357,,192.55,188.54,1572035254.5470002,1572035247.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-48.ts,100.0,3501388.8571428573
49,17.170666666666666,,908125.0,463608,,0,0,48,,,,3,,,,,,,,,,,,,,,,,,,4.017422,0.21600000000000005,,196.57,192.55,1572035254.804,1572035254.586,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813213.mp4-49.ts,89.35059399999994,1393238.8991596638
50,16.81853968253968,,1042103.0,529784,,0,0,49,,,,3,,,,,,,,,,,,,,,,,,,4.000367,0.252,,200.57,196.57,1572035255.542,1572035255.2870002,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813213.mp4-50.ts,89.13041000000004,1393238.8991596638
51,9.208264900662252,,1365460.0,695224,,0,0,50,,,,3,,,,,,,,,,,,,,,,,,,4.006533,0.604,,204.58,200.57,1572035259.794,1572035259.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813213.mp4-51.ts,88.53107083333335,1393238.8991596638
52,9.75368258064516,,1853009.0,944888,,0,0,51,,,,4,,,,,,,,,,,,,,,,,,,4.0127,0.775,,208.58,204.57,1572035263.964,1572035263.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-52.ts,100.0,3501388.8571428573
53,10.550627883650952,,2574688.0,1314872,,0,0,52,,,,4,,,,,,,,,,,,,,,,,,,4.018867,0.997,,212.61,208.59,1572035268.188,1572035267.187,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-53.ts,100.0,3501388.8571428573
54,9.977390313390313,,3443110.0,1751032,,0,0,53,,,,4,,,,,,,,,,,,,,,,,,,4.001822,1.4040000000000001,,216.6,212.6,1572035272.694,1572035271.288,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-54.ts,100.0,3501388.8571428573
55,2.702455876830641,,3532391.0,1799160,,0,0,54,,,,4,,,,,,,,,,,,,,,,,,,4.007989,5.3260000000000005,,220.62,216.61,1572035280.522,1572035275.188,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813216.mp4-55.ts,100.0,3501388.8571428573
56,27.60390243902439,,1109344.0,565880,,0,0,55,,,,3,,,,,,,,,,,,,,,,,,,4.014156,0.16399999999999998,,224.62,220.61,1572035280.811,1572035280.556,https://videos-fms.jwpsrv.com/content/conversions/cGlKNUnj/videos/c04tpAHH-30813213.mp4-56.ts,88.85095041666672,1393238.8991596638
