,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0
0,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-80888&rn=3&rbuf=0",1576347031.583,1576347032.8279998,0,0.58,80889,1.1157103448275862,0.0,80888.0,2,0.0,0.93,0.93,653085.0,46.277404777777775,0.0,0.0,0.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,182360.0,30.51394166666667,485807.0,245152.0,46.277404777777775,653085.0,-2.0,0.0,0.0
1,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=80889-153483&rn=5&rbuf=2781",1576347032.227,1576347032.874,0,0.61,72595,0.9520655737704917,80889.0,153483.0,2,0.93,5.37,4.44,653085.0,46.277404777777775,0.0,0.0,0.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,182360.0,30.51394166666667,485807.0,245152.0,46.277404777777775,653085.0,-2.0,0.0,0.6440000534057617
2,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=153484-297948&rn=7&rbuf=4961",1576347032.879,1576347034.927,1,1.795,144465,0.6438551532033425,153484.0,297948.0,2,5.37,10.71,5.340000000000001,736724.0,71.26892844444444,0.0,0.0,0.0,200784.0,5.6167882222222225,534889.0,200784.0,5.6167882222222225,534889.0,200784.0,5.6167882222222225,534889.0,237256.0,46.27193155555555,632050.0,276548.0,71.26892844444444,736724.0,-2.0,4.4350001239776615,0.6470000743865967
3,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=297949-614647&rn=9&rbuf=9049",1576347034.184,1576347035.957,3,1.605,316699,1.5785619937694704,297949.0,614647.0,2,10.71,26.73,16.02,714687.0,73.7210881111111,0.0,0.0,0.0,198716.0,0.0,529379.0,198716.0,0.0,529379.0,198716.0,0.0,529379.0,238196.0,44.99631877777777,634554.0,268276.0,73.7210881111111,714687.0,-2.0,3.1300000572204594,0.0
4,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=397&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=22553932&dur=548.648&lmt=1570424795255410&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAJ6UHZKTAXjwy2IqoNqjt_tJpliKmTN1klKwzf0cZAVfAiA2NoP2mfGxUayHfws-nQDVlL2bxTAv3x80EyfMUxB4uQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-1967&rn=13&rbuf=0",1576347035.978,1576347036.043,0,0.027,1968,0.583111111111111,0.0,1967.0,3,0.0,0.0,0.0,946573.0,53.248355,0.0,0.0,0.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,182360.0,30.51394166666667,485807.0,245152.0,46.277404777777775,653085.0,-3.0,22.696000146865845,0.0
5,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-1967&rn=14&rbuf=0",1576347036.092,1576347036.202,0,0.034,1968,0.46305882352941163,0.0,1967.0,4,0.0,0.0,0.0,1685301.0,59.00171188888889,0.0,0.0,0.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,157544.0,4.470457999999998,419697.0,182360.0,30.51394166666667,485807.0,245152.0,46.277404777777775,653085.0,-4.0,22.582000064849854,0.0
6,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=1700221-2641568&rn=15&rbuf=11888",1576347036.566,1576347041.874,10,5.2700000000000005,941348,1.4289912713472483,1700221.0,2641568.0,4,32.06,54.39,22.33,1779700.0,86.87989322222221,,,,,,,,,,,,,,,,,,,,,
7,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=2641569-4296703&rn=16&rbuf=16640",1576347041.532,1576347047.875,18,6.312,1655135,2.0977629911280102,2641569.0,4296703.0,4,54.39,86.89,32.5,1267669.0,86.4760157777778,,,,,,,,,,,,,,,,,,,,,
8,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=248&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fwebm&gir=yes&clen=99939189&dur=548.647&lmt=1570413849234093&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhANYeBQ_j90teN8Y3Zr1jGAigl3AtULLyuWeJFn6PGbnnAiBZDKq7514B94DqDWJBiAr8eork2wEBI90KgKoDutf5yg%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-2046&rn=19&rbuf=0",1576347047.994,1576347050.05,0,0.045,2047,0.3639111111111111,0.0,2046.0,5,0.0,0.0,0.0,3223858.0,100.0,,,,,,,,,,,,,,,,,,,,,
9,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=4296704-4712083&rn=21&rbuf=26581",1576347048.688,1576347050.391,29,1.605,415380,2.070429906542056,4296704.0,4712083.0,4,86.89,96.83,9.939999999999998,1379596.0,88.45406499999999,,,,,,,,,,,,,,,,,,,,,
10,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=4712084-6777348&rn=22&rbuf=29420",1576347050.985,1576347058.6539998,32,7.667,2065265,2.154965436285379,4712084.0,6777348.0,4,96.83,114.08,17.25,1793880.0,59.367170666666695,,,,,,,,,,,,,,,,,,,,,
